id,study,author,journal,year,species,taxonomic,transmission_type,offspring_generation,acclimating,parental_developmental_stages,offspring_developmental_stages,test.env.detail,test.env,alter.env.detail,alter.env,is.natural,environmental_context,merged environment,trait.detail,trait,neg.fitness,n1,n2,avg1,avg2,sd1,sd2,rep,RRdeta,var.RRdeta),Geary.test.1,Geary.test.2,acclimating,reciprocal,days to maturation
836,96,Burgess et al.,Journal of Experimental Biology,2011,Bugula_neritina,invertebrates,3biparental,F1,F1,3adult,2juvenile,warm temperature,natural factor,low temperature,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,relative proportion successful metamorphosis,3life_history,0,4,4,1.824,0.592,1.184,0.772,26,0.965380966,0.626399306,2.899841017,1.443462359,F1,1,NA
837,96,Burgess et al.,Journal of Experimental Biology,2011,Bugula_neritina,invertebrates,3biparental,F1,F1,3adult,2juvenile,warm temperature,natural factor,low temperature,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,absolute proportion successful metamorphosis,3life_history,0,4,4,16.7,3.6,14,7.2,26,1.12232313,1.691131143,2.245378151,0.941176471,F1,1,NA
838,97,Bonduriansky,Journal of Evolutionary Biology,2007,Telostylinus_angusticollis,invertebrates,3biparental,F1,F1,3adult,3adult,poor nutrition,natural factor,rich nutrition,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,development time,3life_history,1,10,10,40.603,31.773,4.814569536,1.877483444,26,-0.24575352,0.001756262,26.01817283,52.21054677,F1,1,NA
839,97,Bonduriansky,Journal of Evolutionary Biology,2007,Telostylinus_angusticollis,invertebrates,3biparental,F1,F1,3adult,3adult,rich nutrition,control,poor nutrition,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,development time,3life_history,1,10,10,32.163,37.979,2.112582781,5.165562914,67,0.166925885,0.002283138,46.96982582,22.68307896,F1,1,NA
840,98,Marshall,Ecology,2008,Bugula_neritina,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,Cu 300,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,juvenile survival,4survival,0,17,17,15.078,22.855,29.136,29.843,55,-0.356256986,0.349091376,2.102800604,3.111881347,F1,0,NA
841,98,Marshall,Ecology,2008,Bugula_neritina,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,Cu 300,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,offspring performance(survival*colony),4survival,0,17,17,1.855,1.159,1.132,1.076,55,0.45592991,0.074130919,6.658582266,4.376787357,F1,0,NA
842,99,Mitchell et al.,Proceedings of the Royal Society?,2005,Daphnia_magna,invertebrates,1maternal,F1,F1,2juvenile,3adult,"low food, crowded",natural factor,"high food, uncrowded",control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,proportion offspring infected,1physiological,1,10,10,0.494,0.635,0.087,0.078,24,0.250293103,0.004616375,17.51797212,25.1162766,F1,1,14
843,99,Mitchell et al.,Proceedings of the Royal Society?,2005,Daphnia_magna,invertebrates,1maternal,F1,F1,2juvenile,3adult,"high food, uncrowded",control,"low food, crowded",natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,proportion offspring infected,1physiological,1,10,10,0.597,0.36,0.093,0.105,31,-0.502772963,0.010972779,19.80466576,10.5776535,F1,1,14
844,100,Or et al.,The Netherlands Entomological Society,2007,Caryedon_palaestinicus,invertebrates,1maternal,F1,F1,2juvenile,3adult,good host,control,poor host,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,body mass,2morphological,0,10,8,0.44,0.46,0.012,0.098954535,56,-0.047306822,0.005875612,113.1221277,12.74979381,F1,1,NA
845,100,Or et al.,The Netherlands Entomological Society,2007,Caryedon_palaestinicus,invertebrates,1maternal,F1,F1,2juvenile,3adult,good host,control,poor host,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,offspring number,5reproductive,0,10,8,4.87,3.03,2.214774255,2.277646812,40,0.449556844,0.09402203,6.783840515,3.648692637,F1,1,NA
846,100,Or et al.,The Netherlands Entomological Society,2007,Caryedon_palaestinicus,invertebrates,1maternal,F1,F1,2juvenile,3adult,poor host,natural factor,good host,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,body mass,2morphological,0,8,10,0.44,0.54,0.063,0.041,32,-0.203801335,0.003142553,19.15548529,40.63366892,F1,1,NA
847,100,Or et al.,The Netherlands Entomological Society,2007,Caryedon_palaestinicus,invertebrates,1maternal,F1,F1,2juvenile,3adult,poor host,natural factor,good host,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,offspring number,5reproductive,0,8,10,4.32,6.72,2.656202553,0.853655668,23,-0.419011178,0.049988487,4.460705883,24.28637404,F1,1,NA
848,101,Pias et al.,Oikos,2010,Centaurea_hyssopifolia,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,large fragment size,control,small fragment size,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,germination,3life_history,0,39,39,20.544,17.283,2.826,1.753,28,0.172956266,0.000749132,45.10971657,61.17788564,F1,0,NA
849,101,Pias et al.,Oikos,2010,Centaurea_hyssopifolia,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,mesic,control,dry,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,germination,3life_history,0,39,39,20.544,17.5,2.826,1.309,28,0.160538909,0.000628778,45.10971657,82.95749921,F1,0,NA
850,101,Pias et al.,Oikos,2010,Centaurea_hyssopifolia,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,high habitat quality,control,low habitat quality,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,germination,3life_history,0,39,39,20.544,20.979,2.826,2.391,28,-0.020876947,0.000818423,45.10971657,54.4455584,F1,0,NA
851,101,Pias et al.,Oikos,2010,Centaurea_hyssopifolia,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,large fragment size,control,small fragment size,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,days required for germination of 50% seed number,3life_history,1,39,39,9.539,10.035,8.309630076,7.650037778,28,0.048412151,0.034659524,7.123253624,8.139749626,F1,0,NA
852,101,Pias et al.,Oikos,2010,Centaurea_hyssopifolia,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,mesic,control,dry,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,days required for germination of 50% seed number,3life_history,1,39,39,9.539,9.291,8.309630076,6.774690989,28,-0.029254885,0.033372939,7.123253624,8.510012908,F1,0,NA
853,101,Pias et al.,Oikos,2010,Centaurea_hyssopifolia,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,high habitat quality,control,low habitat quality,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,days required for germination of 50% seed number,3life_history,1,39,39,9.539,8.262,8.309630076,6.121263105,28,-0.146413375,0.033821083,7.123253624,8.375319691,F1,0,NA
854,102,Rotem et al.,Ecological Entomology,2003,Pieris_rapae,invertebrates,1maternal,F1,F1,2juvenile,1embryonic,medium  protein,control,poor protein,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,egg mass,2morphological,0,22,22,89.773,96.705,23.4352921,8.853536243,56,-0.073022536,0.003483469,17.7655793,50.65661499,F1,0,NA
855,102,Rotem et al.,Ecological Entomology,2003,Pieris_rapae,invertebrates,1maternal,F1,F1,2juvenile,1embryonic,medium  protein,control,high protein,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,egg mass,2morphological,0,22,26,89.773,79.318,23.4352921,17.045,13,0.124479907,0.004880124,17.7655793,23.50203472,F1,0,NA
856,103,Salinas et al.,Ecology Letters,2012,Cyprinodon_variegatus,vertebrates,1maternal,F1,F1,3adult,2juvenile,medium temperature,control,high temperature,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,growth rate,2morphological,0,6,6,0.584,0.535,0.029068884,0.049193496,100,0.087136129,0.001823159,47.24233408,25.57366388,F1,1,70
857,103,Salinas et al.,Ecology Letters,2012,Cyprinodon_variegatus,vertebrates,1maternal,F1,F1,3adult,2juvenile,medium temperature,control,low temperature,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,growth rate,2morphological,0,6,6,0.584,0.592,0.029068884,0.02236068,100,-0.013518075,0.000650827,47.24233408,62.25633615,F1,1,70
858,103,Salinas et al.,Ecology Letters,2012,Cyprinodon_variegatus,vertebrates,1maternal,F1,F1,3adult,2juvenile,low temperature,natural factor,medium temperature,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,growth rate,2morphological,0,6,6,0.403,0.349,0.024596748,0.02236068,52,0.143832982,0.001305463,38.52780017,36.70179276,F1,1,70
859,103,Salinas et al.,Ecology Letters,2012,Cyprinodon_variegatus,vertebrates,1maternal,F1,F1,3adult,2juvenile,high temperature,natural factor,medium temperature,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,growth rate,2morphological,0,6,6,0.608,0.562,0.055901699,0.024596748,52,0.079217875,0.001729231,25.57557639,53.72859477,F1,1,70
860,104,Steinger & Schmid,Oecologia,2000,Bromus_erectus,perennial_plants,1maternal,F1,F1,3adult,2juvenile,elevated CO2,artificial factor,control,control,Human-mediated changes,3more_favourable,More favorable environment,seedling size,2morphological,0,10,10,9.86,9.895,0.525,0.315,21,-0.003452328,0.000384895,57.94203527,96.91285311,F1,1,NA
861,104,Steinger & Schmid,Oecologia,2000,Bromus_erectus,perennial_plants,1maternal,F1,F1,3adult,2juvenile,control,control,elevated CO2,artificial factor,Human-mediated changes,4relatively_stressful,More stressful environment,seedling size,2morphological,0,10,10,8.702,8.491,0.525,0.633,33,0.024450215,0.000919966,51.13707819,41.38388566,F1,1,NA
862,104,Steinger & Schmid,Oecologia,2000,Bromus_erectus,perennial_plants,1maternal,F1,F1,3adult,1embryonic,control,control,elevated CO2,artificial factor,Human-mediated changes,4relatively_stressful,More stressful environment,seed mass/plant (mg),2morphological,0,10,10,3.837,4.186,0.183,0.256,33,-0.087128083,0.000601571,64.68697525,50.44700566,F1,0,NA
863,104,Steinger & Schmid,Oecologia,2000,Bromus_erectus,perennial_plants,1maternal,F1,F1,3adult,1embryonic,control,control,elevated CO2,artificial factor,Human-mediated changes,4relatively_stressful,More stressful environment,seeds C/N ratio,1physiological,0,10,10,19.275,21.467,0.87,1.489,2,-0.107846645,0.000684977,68.35200662,44.47877248,F1,0,NA
864,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,high food,natural factor,low food,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,body size at first clutch,2morphological,0,40,40,2.04,1.96,0.24979992,0.37469988,10,0.039735922,0.001289025,51.32890207,32.87733597,F1,1,14
865,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,low food,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,body size at first clutch,2morphological,0,40,40,2,1.89,0.394968353,0.789936707,13,0.054874262,0.00535219,31.82671381,15.03812226,F1,1,14
866,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,low food,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,juvenile growth rate,2morphological,0,40,40,0.413,0.367,0.024979992,0.099919968,13,0.117204895,0.001946338,103.9158655,23.08542532,F1,1,14
867,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,low food,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,initial size of birth,2morphological,0,40,40,0.68,0.74,0.063,0.126,13,-0.084812494,0.000939672,67.84103508,36.91350438,F1,0,14
868,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,low food,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,maximum body length,2morphological,0,40,40,2.39,2.17,0.126,0.19,13,0.096505111,0.000261163,119.2206425,71.78442652,F1,1,14
869,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,high food,natural factor,low food,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,maximum body length,2morphological,0,40,40,3.12,3.08,0.443,0.379,10,0.012966137,0.000882752,44.26647808,51.07820289,F1,1,14
870,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,high food,natural factor,low food,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,juvenile growth rate,2morphological,0,40,40,0.387,0.333,0.082,0.152,10,0.148238994,0.006345403,29.66341959,13.76970854,F1,1,14
871,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,high food,natural factor,low food,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,age at first clutch,3life_history,1,40,40,6.8,6.8,1.897,3.162,7,0.001730005,0.007367743,22.53023305,13.51671477,F1,1,14
872,105,Lamontagne et al.,Ecology Letters,2001,Daphnia_pulex,invertebrates,1maternal,F1,F1,3adult,2juvenile,low food,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,age at first clutch,3life_history,1,40,40,6,7.7,1.265,3.795,7,0.251941578,0.007203028,29.81156854,12.75272654,F1,1,14
873,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F2,Continuously,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,length at maturity,2morphological,0,25,25,1423.171,1419.512,112.457515,70.28594685,10,0.002650177,0.000347862,62.64944579,99.98139662,Continuously,1,NA
874,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F2,Not continuously,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,length at maturity,2morphological,0,25,25,1382.927,1391.463,84.34313623,77.31454154,10,-0.006140797,0.000272296,81.17048492,89.09618496,Not continuously,1,NA
875,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,length at maturity,2morphological,0,30,30,1232.474,1262.472,174.490381,174.490381,10,-0.024032485,0.001305328,38.36743609,39.3012865,F1,1,NA
876,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,days to maturity,3life_history,1,25,25,17.224,15.788,4.293811431,6.709,7,-0.084685005,0.009738105,19.85819082,11.64978623,F1,1,NA
877,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F2,Continuously,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,days to maturity,3life_history,1,25,25,17.224,16.469,4.293811431,2.76360078,7,-0.045503689,0.003615948,19.85819082,29.50125921,Continuously,1,NA
878,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,length at maturity,2morphological,0,25,25,1095.122,1133.015,186.2592,153.846,13,-0.033806648,0.001895539,29.1067289,36.45843992,F1,1,NA
879,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F2,Continuously,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,length at maturity,2morphological,0,25,25,1095.122,1091.463,186.2592,193.2877947,13,0.003298103,0.002412998,29.1067289,27.95459582,Continuously,1,NA
880,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,days to maturity,3life_history,1,30,30,19.022,21.022,3.807339756,3.667737299,7,0.099812945,0.002351477,27.13882538,31.13381303,F1,1,NA
881,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,days to maturity,3life_history,1,25,25,17.224,17.696,4.293811431,3.769,7,0.026699192,0.004305124,19.85819082,23.2432901,F1,1,NA
882,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,length at maturity,2morphological,0,30,30,1011.248,961.245,154.6604865,206.2150396,13,0.050333971,0.002315262,35.51687991,25.32038244,F1,1,NA
883,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,high food,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,length at maturity,2morphological,0,25,25,1095.122,1095,186.2592,237.992,13,-0.000254812,0.003049095,29.1067289,22.77720293,F1,1,NA
884,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,length at maturity,2morphological,0,25,25,1423.171,1394.175,112.457515,121.442,10,0.020557766,0.00055334,62.64944579,56.8325327,F1,1,NA
885,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F2,Not continuously,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,days to maturity,3life_history,1,25,25,13.347,13.082,3.118056355,1.469693846,7,-0.020893491,0.002690398,21.19084773,44.06521563,Not continuously,1,NA
886,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F2,Continuously,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,days to maturity,3life_history,1,25,25,13.449,12.816,1.412058793,1.412058793,7,-0.048188047,0.000926741,47.15045029,44.93123436,Continuously,1,NA
887,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,days to maturity,3life_history,1,30,30,15.467,15.511,1.903669878,1.199312023,7,0.002687892,0.000704379,44.13376219,70.25287688,F1,1,NA
888,106,Hafer et al.,Biology Letters,2011,Folsomia_candida,invertebrates,1maternal,F1,F1,3adult,3adult,high food,natural factor,control,control,Naturally-occurring fluctuations,3more_favourable,More favorable environment,days to maturity,3life_history,1,25,25,13.449,13.104,1.412058793,1.192,7,-0.026042209,0.00077208,47.15045029,54.42222075,F1,1,NA
889,107,Gustafsson et al.,Ecology,2005,Daphnia_magna,invertebrates,1maternal,F2,Continuously,3adult,3adult,control,control,toxic Microcystis,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,fitness,5reproductive,0,10,10,0.288,0.254,0.014,0.034,40,0.124848463,0.002029741,63.46592098,23.04787735,Continuously,1,14
890,107,Gustafsson et al.,Ecology,2005,Daphnia_magna,invertebrates,1maternal,F2,Continuously,3adult,3adult,control,control,toxic Microcystis,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,fitness,5reproductive,0,10,10,0.288,0.254,0.029,0.034,40,0.12523728,0.00280786,30.63872048,23.04787735,Continuously,1,14
891,107,Gustafsson et al.,Ecology,2005,Daphnia_magna,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,toxic Microcystis,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,fitness,5reproductive,0,10,10,0.293,0.174,0.036,0.014,40,0.521548435,0.002158354,25.1096844,38.34399393,F1,1,14
892,107,Gustafsson et al.,Ecology,2005,Daphnia_magna,invertebrates,1maternal,F2,Not continuously,3adult,3adult,toxic Microcystis,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,fitness,5reproductive,0,10,10,0.15,0.143,0.048,0.03,23,0.050710067,0.014703307,9.641090427,14.7058766,Not continuously,1,14
893,107,Gustafsson et al.,Ecology,2005,Daphnia_magna,invertebrates,1maternal,F2,Continuously,3adult,3adult,toxic Microcystis,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,fitness,5reproductive,0,10,10,0.182,0.175,0.036,0.03,23,0.039707611,0.006863319,15.59714185,17.99670213,Continuously,1,14
894,107,Gustafsson et al.,Ecology,2005,Daphnia_magna,invertebrates,1maternal,F1,F1,3adult,3adult,toxic Microcystis,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,fitness,5reproductive,0,10,10,0.205,0.278,0.052,0.028,23,-0.301901222,0.00746992,12.16260639,30.63112159,F1,1,14
895,108,Sultan et al.,Ecology,2009,Polygonum_persicaria,annual_plants,3biparental,F1,F1,3adult,3adult,moist,control,dry,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,biomass,2morphological,0,16,16,0.128,0.116,0.019364917,0.0232379,63,0.097901241,0.003942855,26.03280339,19.6601904,F1,1,NA
896,108,Sultan et al.,Ecology,2009,Polygonum_dropiper,annual_plants,3biparental,F1,F1,3adult,3adult,moist,control,dry,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,biomass,2morphological,0,16,16,0.152,0.138,0.019364917,0.0232379,63,0.096247947,0.002788731,30.91395403,23.3888472,F1,1,NA
897,108,Sultan et al.,Ecology,2009,Polygonum_persicaria,annual_plants,3biparental,F1,F1,3adult,3adult,moist,control,dry,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,root length,2morphological,0,16,16,6,5.485,0.821072469,1.057324454,63,0.089166367,0.003496232,28.78036973,20.43125122,F1,1,NA
898,108,Sultan et al.,Ecology,2009,Polygonum_persicaria,annual_plants,3biparental,F1,F1,3adult,3adult,dry,natural factor,moist,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,biomass,2morphological,0,16,16,0.032,0.023,0.01161895,0.003872983,58,0.333475454,0.010047475,10.8470016,23.38884921,F1,1,NA
899,108,Sultan et al.,Ecology,2009,Polygonum_dropiper,annual_plants,3biparental,F1,F1,3adult,3adult,dry,natural factor,moist,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,biomass,2morphological,0,16,16,0.026,0.029,0.007745967,0.003872983,58,-0.106982995,0.00667809,13.21978263,29.49028814,F1,1,NA
900,108,Sultan et al.,Ecology,2009,Polygonum_persicaria,annual_plants,3biparental,F1,F1,3adult,3adult,dry,natural factor,moist,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,root length,2morphological,0,16,16,2.455,1.909,0.410536235,0.410536235,58,0.250975849,0.004643945,23.55193586,18.31390858,F1,1,NA
901,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F2,Continuously,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,hatching rate,4survival,0,3,3,93.5,71.6,1.559,11.085,55,0.262917907,0.008114176,95.88794622,10.32703969,Continuously,0,NA
902,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F2,Continuously,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,hatching rate,4survival,0,3,3,93.5,87.6,1.559,10.392,55,0.062881256,0.004794716,95.88794622,13.47731842,Continuously,0,NA
903,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,mean hatching number,4survival,0,3,3,96.6,63,20.092,12.298,55,0.428303188,0.027306664,7.686922067,8.190389998,F1,0,NA
904,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,mean hatching number,4survival,0,3,3,96.6,72.8,20.092,7.101,55,0.288487164,0.017700614,7.686922067,16.39118635,F1,0,NA
905,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,number of eggs,5reproductive,0,3,3,90.9,67.7,43.994,62.181,40,0.193113164,0.401865831,3.30345925,1.740722279,F1,0,NA
906,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,number of eggs,5reproductive,0,3,3,90.9,108,43.994,40.183,40,-0.156403437,0.128336583,3.30345925,4.297144117,F1,0,NA
907,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,3adult,low quality food,natural factor,control,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,development time,3life_history,1,3,3,25.382,25.164,0.462447835,2.184959954,26,-0.007424645,0.002626894,87.7529268,18.41343088,F1,1,NA
908,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F2,Continuously,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to hatching (days),3life_history,1,3,3,7.3,7.5,0.173,0.173,67,0.027023747,0.000364599,67.46449566,69.31283801,Continuously,0,NA
909,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F2,Continuously,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to hatching (days),3life_history,1,3,3,7.3,7.4,0.173,0.173,67,0.013603139,0.000369425,67.46449566,68.38866684,Continuously,0,NA
910,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,development time,3life_history,1,3,3,23.764,23.891,0.489897948,0.445807133,67,0.005317191,0.000257744,77.55547185,85.68125841,F1,1,NA
911,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,3adult,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,development time,3life_history,1,3,3,23.764,23.691,0.489897948,0.624619884,67,-0.003031577,0.000373407,77.55547185,60.64096566,F1,0,NA
912,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to hatching,3life_history,1,3,3,7.9,8.3,0.141421356,0.141421356,67,0.049387731,0.000203604,89.31216462,93.83429953,F1,0,NA
913,109,Kyneb et al.,Ecological Entomology,2006,Tachyporus_hypnorum,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,low quality food,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to hatching,3life_history,1,3,3,7.9,8,0.141421356,0.141421356,67,0.012577455,0.000210998,89.31216462,90.44269835,F1,0,NA
914,110,Gianoli,Oikos,2002,Ipomoea_purpurea,annual_plants,1maternal,F1,F1,3adult,3adult,physical support,artificial factor,control,control,Human-mediated changes,3more_favourable,More favorable environment,internode length,2morphological,0,10,10,11.408,12.429,0.883360062,2.574363611,28,-0.087562842,0.004899075,39.84261977,14.89506609,F1,1,NA
