"","id","study","author","journal","year","species","taxonomic","transmission_type","offspring_generation","acclimating","parental_developmental_stages","offspring_developmental_stages","test.env.detail","test.env","alter.env.detail","alter.env","is.natural","environmental_context","merged.environment","trait.detail","trait","neg.fitness","n1","n2","avg1","avg2","sd1","sd2","rep","RRdeta","var.RRdeta.","Geary.test.1","Geary.test.2","acclimating.1","reciprocal","days.to.maturation","duplicated.row","species.2","avg1_sd1_n1","num.shared.control.1","n1.adjusted","avg2_sd2_n2","num.shared.control.2","n2.adjusted","yi","vi","yi.adj","vi.adj"
"815",928,111,"Latzel et al.","Oikos",2009,"Plantago_media","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","germination","3life_history",0,5,5,93.4,90.5,4.472,2.907,15,0.031667565,0.000664986,44.47754261,66.29782036,"F1",0,NA,FALSE,"Plantago media","93.4_4.472_5",1,5,"90.5_2.907_5",1,5,0.0316675654112126,0.000664985679599139,0.0316675654112126,0.000664985679599139
"816",929,111,"Latzel et al.","Oikos",2009,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","germination","3life_history",0,5,5,81.6,80.4,5.367,4.472,15,0.014938303,0.001484517,32.37831669,38.28687822,"F1",0,NA,FALSE,"Plantago lanceolata","81.6_5.367_5",1,5,"80.4_4.472_5",1,5,0.0149383026865239,0.00148451739654389,0.0149383026865239,0.00148451739654389
"817",930,111,"Latzel et al.","Oikos",2009,"Plantago_media","perennial_plants","1maternal","F1","F1","3adult","1embryonic","disturbed","control","undisterbed","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","germination","3life_history",0,5,5,91.92,91.93,3.086,4.427,15,-0.000227974,0.000689362,63.43220334,44.22251534,"F1",0,NA,FALSE,"Plantago media","91.92_3.086_5",1,5,"91.93_4.427_5",1,5,-0.000227973921178798,0.000689361856400683,-0.000227973921178798,0.000689361856400683
"818",931,111,"Latzel et al.","Oikos",2009,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","disturbed","control","undisterbed","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","germination","3life_history",0,5,5,78.6,82.9,4.696,5.367,15,-0.053325545,0.001552783,35.6443058,32.89414772,"F1",0,NA,FALSE,"Plantago lanceolata","78.6_4.696_5",1,5,"82.9_5.367_5",1,5,-0.0533255448607779,0.00155278264700434,-0.0533255448607779,0.00155278264700434
"819",932,111,"Latzel et al.","Oikos",2009,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","3adult","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","leaf length","2morphological",0,5,5,9.107,8.923,0.428,0.384,33,0.020446806,0.000812306,45.31346478,49.48520477,"F1",1,NA,FALSE,"Plantago lanceolata","9.107_0.428_5",1,5,"8.923_0.384_5",1,5,0.0204468058719451,0.000812306028578909,0.0204468058719451,0.000812306028578909
"820",933,111,"Latzel et al.","Oikos",2009,"Plantago_media","perennial_plants","1maternal","F1","F1","3adult","3adult","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","leaf length","2morphological",0,5,5,2.816,2.886,0.246,0.246,33,-0.024517451,0.002981643,24.37772909,24.98370957,"F1",1,NA,FALSE,"Plantago media","2.816_0.246_5",1,5,"2.886_0.246_5",1,5,-0.0245174509988863,0.00298164335241253,-0.0245174509988863,0.00298164335241253
"821",934,111,"Latzel et al.","Oikos",2009,"Plantago_media","perennial_plants","1maternal","F1","F1","3adult","3adult","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of leaves","2morphological",0,5,5,4.501,4.442,0.358,0.286,33,0.013412948,0.002095495,26.77451973,33.07563755,"F1",1,NA,FALSE,"Plantago media","4.501_0.358_5",1,5,"4.442_0.286_5",1,5,0.0134129481540025,0.00209549527630631,0.0134129481540025,0.00209549527630631
"822",935,111,"Latzel et al.","Oikos",2009,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","3adult","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of leaves","2morphological",0,5,5,13.118,13.394,1.648,1.576,33,-0.020627747,0.005934333,16.95142148,18.09880015,"F1",1,NA,FALSE,"Plantago lanceolata","13.118_1.648_5",1,5,"13.394_1.576_5",1,5,-0.0206277468128343,0.00593433277108945,-0.0206277468128343,0.00593433277108945
"823",936,111,"Latzel et al.","Oikos",2009,"Plantago_media","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","numbers of spikes","2morphological",0,5,5,0.723,0.375,0.479,0.329,33,0.623404734,0.257430949,3.214389398,2.427342572,"F1",1,NA,FALSE,"Plantago media","0.723_0.479_5",1,5,"0.375_0.329_5",1,5,0.62340473424268,0.257430949334271,0.62340473424268,0.257430949334271
"824",937,111,"Latzel et al.","Oikos",2009,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low nutrition","control","high nutrition","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","numbers of spikes","2morphological",0,5,5,4.231,12.808,1.559,2.321,33,-1.097338413,0.034112155,5.779531209,11.75173208,"F1",1,NA,FALSE,"Plantago lanceolata","4.231_1.559_5",1,5,"12.808_2.321_5",1,5,-1.09733841287933,0.0341121548154775,-1.09733841287933,0.0341121548154775
"825",938,112,"Mclean et al.","Ecological Entomology",2009,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","good host (lathyrus)","control","poor host (vicia)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","mean offspring per adult","5reproductive",0,17,17,2.706,2.676,1.332,1.608,40,0.007654936,0.035819887,8.254824607,6.762142949,"F1",1,NA,FALSE,"Acyrthosiphon pisum","2.706_1.332_17",1,17,"2.676_1.608_17",1,17,0.00765493619334954,0.0358198869051548,0.00765493619334954,0.0358198869051548
"826",939,112,"Mclean et al.","Ecological Entomology",2009,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","good host (lathyrus)","control","poor host (vicia)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","mean offspring per adult","5reproductive",0,17,17,14.889,17.222,3.776,4.224,40,-0.145442545,0.007335435,16.02204056,16.56700327,"F1",1,NA,FALSE,"Acyrthosiphon pisum","14.889_3.776_17",1,17,"17.222_4.224_17",1,17,-0.145442544500371,0.00733543511822206,-0.145442544500371,0.00733543511822206
"827",940,112,"Mclean et al.","Ecological Entomology",2009,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","poor host (vicia)","natural factor","good host (lathyrus)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","mean offspring per adult","5reproductive",0,17,17,5.078,3.843,2.432,2.432,23,0.273631454,0.037418972,8.484249052,6.420828891,"F1",1,NA,FALSE,"Acyrthosiphon pisum","5.078_2.432_17",1,17,"3.843_2.432_17",1,17,0.27363145412841,0.037418972390164,0.27363145412841,0.037418972390164
"828",941,112,"Mclean et al.","Ecological Entomology",2009,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","poor host (vicia)","natural factor","good host (lathyrus)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","mean offspring per adult","5reproductive",0,17,17,34.222,29.056,10.444,8.888,23,0.16363098,0.011012927,13.31443698,13.28360838,"F1",1,NA,FALSE,"Acyrthosiphon pisum","34.222_10.444_17",1,17,"29.056_8.888_17",1,17,0.163630980071275,0.0110129266839773,0.163630980071275,0.0110129266839773
"829",942,113,"Via ","ecology",1991,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","good host (alfalfa)","control","poor host (clover)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","longevity","3life_history",0,3,3,30.875,10.25,4.125,4.5005,67,1.073513185,0.072294179,11.96689649,3.641343258,"F1",0,NA,FALSE,"Acyrthosiphon pisum","30.875_4.125_3",1,3,"10.25_4.5005_3",1,3,1.07351318539359,0.0722941787083806,1.07351318539359,0.0722941787083806
"830",943,113,"Via ","ecology",1991,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","poor host (clover)","natural factor","good host (alfalfa)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","longevity","3life_history",0,3,3,24.5,16.125,4.5,4.25,67,0.412347082,0.034732295,8.704665597,6.066096493,"F1",0,NA,FALSE,"Acyrthosiphon pisum","24.5_4.5_3",1,3,"16.125_4.25_3",1,3,0.41234708223702,0.0347322950052805,0.41234708223702,0.0347322950052805
"831",944,114,"Hereford et al.","Journal of Evolutionary Biology",2005,"Diodella_teres","annual_plants","1maternal","F1","F1","3adult","1embryonic","native environment","control","not native environment","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","seed weight","2morphological",0,3,3,3.158,2.495,0.111722871,0.125865007,63,0.235434636,0.001265938,45.19272816,31.69305226,"F1",0,NA,FALSE,"Diodella teres","3.158_0.111722871_3",2,1.5,"2.495_0.125865007_3",1,3,0.235434635696044,0.00126593787851041,0.235643232991433,0.00168339354627866
"832",945,114,"Hereford et al.","Journal of Evolutionary Biology",2005,"Diodella_teres","annual_plants","1maternal","F1","F1","3adult","1embryonic","native environment","control","not native environment","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","seed weight","2morphological",0,3,3,3.703,3.149,0.097580736,0.125865007,63,0.161907831,0.00076417,60.67197658,40.00056977,"F1",0,NA,FALSE,"Diodella teres","3.703_0.097580736_3",2,1.5,"3.149_0.125865007_3",1,3,0.161907831484788,0.00076417034333912,0.16202356776086,0.000995723264797101
"833",946,114,"Hereford et al.","Journal of Evolutionary Biology",2005,"Diodella_teres","annual_plants","1maternal","F1","F1","3adult","1embryonic","native environment","control","not native environment","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","seed weight","2morphological",0,3,3,3.158,2.713,0.111722871,0.140007143,63,0.151648616,0.001305403,45.19272816,30.98119187,"F1",0,NA,FALSE,"Diodella teres","3.158_0.111722871_3",2,1.5,"2.713_0.140007143_3",1,3,0.151648615833907,0.00130540288254058,0.151857213129296,0.00172285855030883
"834",947,114,"Hereford et al.","Journal of Evolutionary Biology",2005,"Diodella_teres","annual_plants","1maternal","F1","F1","3adult","1embryonic","native environment","control","not native environment","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","seed weight","2morphological",0,3,3,4.525,4.218,0.125865007,0.125865007,63,0.070237041,0.000554785,57.47938336,53.57967713,"F1",0,NA,FALSE,"Diodella teres","4.525_0.125865007_3",2,1.5,"4.218_0.125865007_3",1,3,0.0702370411677547,0.00055478544941759,0.0703659912403989,0.000812785363433362
"835",948,114,"Hereford et al.","Journal of Evolutionary Biology",2005,"Diodella_teres","annual_plants","1maternal","F1","F1","3adult","1embryonic","native environment","control","not native environment","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","seed weight","2morphological",0,3,3,4.525,4.347,0.125865007,0.111722871,63,0.040150484,0.000478141,57.47938336,62.20797635,"F1",0,NA,FALSE,"Diodella teres","4.525_0.125865007_3",2,1.5,"4.347_0.111722871_3",1,3,0.0401504837546056,0.000478140568337264,0.0402794338272498,0.000736140482353036
"836",949,114,"Hereford et al.","Journal of Evolutionary Biology",2005,"Diodella_teres","annual_plants","1maternal","F1","F1","3adult","1embryonic","native environment","control","not native environment","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","seed weight","2morphological",0,3,3,3.703,3.931,0.097580736,0.098994949,63,-0.059740507,0.000442919,60.67197658,63.48754427,"F1",0,NA,FALSE,"Diodella teres","3.703_0.097580736_3",2,1.5,"3.931_0.098994949_3",1,3,-0.0597405067103473,0.000442918642595704,-0.0596247704342751,0.000674471564053685
"837",950,115,"Alexander et al","Journal of Ecology",1985,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low temperature","control","high temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","germination rate","3life_history",0,4,4,82.85,94.225,8,3.55,28,-0.127665748,0.002688606,19.49411765,49.96188898,"F1",1,NA,FALSE,"Plantago lanceolata","82.85_8_4",1,4,"94.225_3.55_4",1,4,-0.127665747927937,0.0026886064104529,-0.127665747927937,0.0026886064104529
"838",951,115,"Alexander et al","Journal of Ecology",1985,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","3adult","low temperature","control","high temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","leaf area","2morphological",0,4,4,3.04,2.548,1.755,0.922,25,0.201841421,0.120060721,3.260599966,5.201990558,"F1",1,NA,FALSE,"Plantago lanceolata","3.04_1.755_4",1,4,"2.548_0.922_4",1,4,0.201841420827788,0.120060721419064,0.201841420827788,0.120060721419064
"839",952,115,"Alexander et al","Journal of Ecology",1985,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low co2","control","high co2","artificial factor","Human-mediated changes","4relatively_stressful","More stressful environment","germination","3life_history",0,3,3,93.3,95,5.716,2.598,15,-0.017555869,0.001501229,26.09684131,58.46325341,"F1",0,NA,FALSE,"Plantago lanceolata","93.3_5.716_3",1,3,"95_2.598_3",1,3,-0.0175558688322601,0.00150122926378396,-0.0175558688322601,0.00150122926378396
"840",953,115,"Alexander et al","Journal of Ecology",1985,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low temperature","control","high temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","germination rate","3life_history",0,4,4,95.7,88.975,3.65,8.05,2,0.072021487,0.00241225,49.35374698,20.80526123,"F1",1,NA,FALSE,"Plantago lanceolata","95.7_3.65_4",1,4,"88.975_8.05_4",1,4,0.0720214873453607,0.00241225008497648,0.0720214873453607,0.00241225008497648
"841",954,115,"Alexander et al","Journal of Ecology",1985,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","3adult","low temperature","control","high temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","leaf area","2morphological",0,4,4,6.553,7.188,0.836,1.95,10,-0.099655057,0.022645346,14.75485505,6.938642534,"F1",1,NA,FALSE,"Plantago lanceolata","6.553_0.836_4",1,4,"7.188_1.95_4",1,4,-0.0996550574691315,0.0226453459924856,-0.0996550574691315,0.0226453459924856
"842",955,115,"Alexander et al","Journal of Ecology",1985,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","3adult","1embryonic","low co2","control","high co2","artificial factor","Human-mediated changes","4relatively_stressful","More stressful environment","seed weight","2morphological",0,3,3,1.26,1.79,0.104,0.121,33,-0.350730009,0.003797824,19.37027235,23.65190804,"F1",0,NA,FALSE,"Plantago lanceolata","1.26_0.104_3",1,3,"1.79_0.121_3",1,3,-0.350730008670666,0.00379782425740175,-0.350730008670666,0.00379782425740175
"843",956,116,"Zehnder et al.","Ecological Entomology",2007,"Aphis_nerii","invertebrates","1maternal","F1","F1","3adult","3adult","low density","control","high density","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","biomass","2morphological",0,7,7,1.39,0.451,0.389468869,0.120024997,56,1.126140454,0.021447504,9.116982146,9.59873256,"F1",0,NA,FALSE,"Aphis nerii","1.39_0.389468869_7",2,3.5,"0.451_0.120024997_7",1,7,1.12614045438731,0.0214475040014068,1.13174819429726,0.032851664302688
"844",957,116,"Zehnder et al.","Ecological Entomology",2007,"Aphis_nerii","invertebrates","1maternal","F1","F1","3adult","3adult","low density","control","high density","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","biomass","2morphological",0,7,7,1.39,0.707,0.389468869,0.149418874,56,0.678445708,0.017679515,9.116982146,12.08712485,"F1",0,NA,FALSE,"Aphis nerii","1.39_0.389468869_7",2,3.5,"0.707_0.149418874_7",1,7,0.678445708081507,0.0176795146298505,0.684053447991455,0.0290836749311316
"845",958,116,"Zehnder et al.","Ecological Entomology",2007,"Aphis_nerii","invertebrates","1maternal","F1","F1","3adult","3adult","low density","control","high density","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","fecundity","5reproductive",0,7,7,84.286,30,6.998192195,6.998192195,40,1.029623932,0.008789295,30.76653811,10.95076458,"F1",0,NA,FALSE,"Aphis nerii","84.286_6.998192195_7",2,3.5,"30_6.998192195_7",1,7,1.02962393227014,0.00878929505849112,1.03011634900926,0.00977558338220327
"846",959,116,"Zehnder et al.","Ecological Entomology",2007,"Aphis_nerii","invertebrates","1maternal","F1","F1","3adult","3adult","low density","control","high density","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","fecundity","5reproductive",0,7,7,84.286,59.287,6.998192195,6.123724357,40,0.351556085,0.002510583,30.76653811,24.73163877,"F1",0,NA,FALSE,"Aphis nerii","84.286_6.998192195_7",2,3.5,"59.287_6.123724357_7",1,7,0.35155608529179,0.00251058273014883,0.352048502030911,0.00349687105386099
"847",960,116,"Zehnder et al.","Ecological Entomology",2007,"Aphis_nerii","invertebrates","1maternal","F1","F1","3adult","3adult","low density","control","high density","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","lifespan","3life_history",0,7,7,19.804,10.98,1.200249974,1.200249974,67,0.589217355,0.002233357,42.14929024,23.36897631,"F1",0,NA,FALSE,"Aphis nerii","19.804_1.200249974_7",2,3.5,"10.98_1.200249974_7",1,7,0.589217354527914,0.00223335722296068,0.589479721727292,0.00275850464099955
"848",961,116,"Zehnder et al.","Ecological Entomology",2007,"Aphis_nerii","invertebrates","1maternal","F1","F1","3adult","3adult","low density","control","high density","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","lifespan","3life_history",0,7,7,19.804,13.431,1.200249974,1.440299969,67,0.387759425,0.002169046,42.14929024,23.82124475,"F1",0,NA,FALSE,"Aphis nerii","19.804_1.200249974_7",2,3.5,"13.431_1.440299969_7",1,7,0.387759424534002,0.00216904598320539,0.38802179173338,0.00269419340124426
"849",962,117,"Suarez et al.","Oecologia",2006,"Stator_limbatus","invertebrates","1maternal","F1","F1","3adult","3adult","poor host (pseudosamanea guachapele)","natural factor","good host (acacia greggii)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","biomass","2morphological",0,4,4,1.410447761,1.343283582,0.652111954,0.652111954,56,0.04605134,0.115522216,4.071326212,3.877453535,"F1",1,NA,FALSE,"Stator limbatus","1.410447761_0.652111954_4",1,4,"1.343283582_0.652111954_4",1,4,0.0460513396936541,0.115522216342193,0.0460513396936541,0.115522216342193
"850",963,117,"Suarez et al.","Oecologia",2006,"Stator_limbatus","invertebrates","1maternal","F1","F1","3adult","3adult","poor host (pseudosamanea guachapele)","natural factor","good host (acacia greggii)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","biomass","2morphological",0,4,4,1.463,1.47,0.652111954,0.652111954,56,-0.004537317,0.101312222,4.223020811,4.243226652,"F1",1,NA,FALSE,"Stator limbatus","1.463_0.652111954_4",1,4,"1.47_0.652111954_4",1,4,-0.00453731726960966,0.101312221572135,-0.00453731726960966,0.101312221572135
"851",964,117,"Suarez et al.","Oecologia",2006,"Stator_limbatus","invertebrates","1maternal","F1","F1","3adult","3adult","good host (acacia greggii)","control","poor host (pseudosamanea guachapele)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","biomass","2morphological",0,4,4,1.739,1.813,0.652111954,0.652111954,32,-0.040267088,0.068639457,5.019708264,5.233312871,"F1",1,NA,FALSE,"Stator limbatus","1.739_0.652111954_4",1,4,"1.813_0.652111954_4",1,4,-0.0402670883351273,0.0686394572613179,-0.0402670883351273,0.0686394572613179
"852",965,117,"Suarez et al.","Oecologia",2006,"Stator_limbatus","invertebrates","1maternal","F1","F1","3adult","3adult","good host (acacia greggii)","control","poor host (pseudosamanea guachapele)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","biomass","2morphological",0,4,4,1.470149254,1.574626866,0.652111954,0.652111954,32,-0.065499002,0.094194699,4.243657481,4.545237201,"F1",1,NA,FALSE,"Stator limbatus","1.470149254_0.652111954_4",1,4,"1.574626866_0.652111954_4",1,4,-0.0654990022410434,0.0941946992296848,-0.0654990022410434,0.0941946992296848
"853",966,118,"Futuyma et. al","Oecologia",1993,"Ophraella_notulata","invertebrates","1maternal","F1","F1","2juvenile","3adult","good host (iva frutescens)","control","poor host (ambrosia artemisiifolia)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","adult consumption","1physiological",0,30,23,94.884,78.605,1.86,6.512,31,0.188076986,0.000311255,277.1000114,57.26701903,"F1",1,NA,FALSE,"Ophraella notulata","94.884_1.86_30",1,30,"78.605_6.512_23",1,23,0.188076986170832,0.000311254931466185,0.188076986170832,0.000311254931466185
"854",967,118,"Futuyma et. al","Oecologia",1993,"Ophraella_notulata","invertebrates","2paternal","F1","F1","2juvenile","3adult","good host (iva frutescens)","control","poor host (ambrosia artemisiifolia)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","adult consumption","1physiological",0,30,23,342.2,305.9,134.302,102.583,31,0.112259527,0.010048958,13.84057166,14.14727769,"F1",1,NA,FALSE,"Ophraella notulata","342.2_134.302_30",1,30,"305.9_102.583_23",1,23,0.112259527335144,0.010048958203648,0.112259527335144,0.010048958203648
"855",968,118,"Futuyma et. al","Oecologia",1993,"Ophraella_notulata","invertebrates","3biparental","F1","F1","2juvenile","3adult","good host (iva frutescens)","control","poor host (ambrosia artemisiifolia)","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","adult consumption","1physiological",0,30,18,342.2,313,134.302,122.358,31,0.087514376,0.013673468,13.84057166,10.70428976,"F1",1,NA,FALSE,"Ophraella notulata","342.2_134.302_30",1,30,"313_122.358_18",1,18,0.0875143758040249,0.0136734682832394,0.0875143758040249,0.0136734682832394
"856",969,118,"Futuyma et. al","Oecologia",1993,"Ophraella_notulata","invertebrates","1maternal","F1","F1","2juvenile","3adult","poor host (ambrosia artemisiifolia)","natural factor","good host (iva frutescens)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","adult consumption","1physiological",0,11,14,228.3,297,160.525,161.041,24,-0.25109942,0.067176095,4.612110865,6.779492425,"F1",1,NA,FALSE,"Ophraella notulata","228.3_160.525_11",1,11,"297_161.041_14",1,14,-0.251099419759772,0.0671760950069116,-0.251099419759772,0.0671760950069116
"857",970,118,"Futuyma et. al","Oecologia",1993,"Ophraella_notulata","invertebrates","2paternal","F1","F1","2juvenile","3adult","poor host (ambrosia artemisiifolia)","natural factor","good host (iva frutescens)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","adult consumption","1physiological",0,11,15,228.3,331.6,160.525,109.838,24,-0.35445365,0.053296224,4.612110865,11.50082381,"F1",1,NA,FALSE,"Ophraella notulata","228.3_160.525_11",1,11,"331.6_109.838_15",1,15,-0.354453649852508,0.0532962243812225,-0.354453649852508,0.0532962243812225
"858",971,118,"Futuyma et. al","Oecologia",1993,"Ophraella_notulata","invertebrates","3biparental","F1","F1","2juvenile","3adult","poor host (ambrosia artemisiifolia)","natural factor","good host (iva frutescens)","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","adult consumption","1physiological",0,11,13,228.3,352.9,160.525,162.214,24,-0.421178139,0.062339914,4.612110865,7.695954208,"F1",1,NA,FALSE,"Ophraella notulata","228.3_160.525_11",1,11,"352.9_162.214_13",1,13,-0.421178138679143,0.0623399140570221,-0.421178138679143,0.0623399140570221
"859",972,119,"Latzel et al.","Oikos",2010,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","2juvenile","2juvenile","undisturbed","control","disturbed","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","leaf biomass","2morphological",0,10,10,0.435,0.364,0.101,0.092,25,0.177693573,0.011813989,13.28752265,12.20645884,"F1",1,NA,FALSE,"Plantago lanceolata","0.435_0.101_10",1,10,"0.364_0.092_10",1,10,0.177693573121154,0.0118139892138262,0.177693573121154,0.0118139892138262
"860",973,119,"Latzel et al.","Oikos",2010,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","2juvenile","2juvenile","nutrient env","control","poor env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","leaf biomass","2morphological",0,10,10,0.608,0.527,0.079,0.085,25,0.14251775,0.004294556,23.74393106,19.12792341,"F1",1,NA,FALSE,"Plantago lanceolata","0.608_0.079_10",1,10,"0.527_0.085_10",1,10,0.142517749970151,0.00429455567251304,0.142517749970151,0.00429455567251304
"861",974,119,"Latzel et al.","Oikos",2010,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","2juvenile","2juvenile","nutrient env","control","poor env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","net photosynthetic rate","1physiological",0,10,10,8.99,9.005,1.793,2.22,11,-0.002717083,0.010081854,15.46876126,12.51430909,"F1",1,NA,FALSE,"Plantago lanceolata","8.99_1.793_10",1,10,"9.005_2.22_10",1,10,-0.0027170829385598,0.0100818541101049,-0.0027170829385598,0.0100818541101049
"862",975,119,"Latzel et al.","Oikos",2010,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","2juvenile","2juvenile","poor env","natural factor","nutrient env","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","leaf biomass","2morphological",0,10,10,0.21,0.182,0.032,0.028,10,0.143078409,0.004694356,20.2462899,20.05346809,"F1",1,NA,FALSE,"Plantago lanceolata","0.21_0.032_10",1,10,"0.182_0.028_10",1,10,0.143078409420437,0.00469435622402062,0.143078409420437,0.00469435622402062
"863",976,119,"Latzel et al.","Oikos",2010,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","2juvenile","2juvenile","disturbed","natural factor","undisturbed","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","leaf biomass","2morphological",0,10,10,0.511,0.454,0.0101,0.104,10,0.11566816,0.005300366,156.0902086,13.4678617,"F1",1,NA,FALSE,"Plantago lanceolata","0.511_0.0101_10",1,10,"0.454_0.104_10",1,10,0.115668159993982,0.00530036574818873,0.115668159993982,0.00530036574818873
"864",977,119,"Latzel et al.","Oikos",2010,"Plantago_lanceolata","perennial_plants","1maternal","F1","F1","2juvenile","2juvenile","poor env","natural factor","nutrient env","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","net photosynthetic rate","1physiological",0,10,10,10.824,9.356,2.618,2.276,1,0.145714169,0.01180258,12.75540569,12.68218517,"F1",1,NA,FALSE,"Plantago lanceolata","10.824_2.618_10",1,10,"9.356_2.276_10",1,10,0.145714169096572,0.0118025799682602,0.145714169096572,0.0118025799682602
"865",978,120,"Kwok et. al","Ecotoxicology and Environmental Safety",2009,"Tigriopus_japonicus","invertebrates","1maternal","F2","Continuously","3adult","3adult","control","control","cu 1000ug/l","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","intrinsic population growth rate","5reproductive",0,3,3,0.411,0.388,0.0658,0.0398,40,0.060106049,0.012093735,9.986526284,15.58644871,"Continuously",0,NA,FALSE,"Tigriopus japonicus","0.411_0.0658_3",2,1.5,"0.388_0.0398_3",1,3,0.0601060492946965,0.0120937348799044,0.0643779081320623,0.0207469452221943
